Unnamed: 0,Company,TypeName,Ram,Gpu,Weight,Touchscreen,IPS_display,SSD,HDD,Flash_Storage,Hybrid,Oper_sys,Clock_speed,CPU,ppi,Price
685,Dell,Gaming,16.0,Nvidia,3.49,0,0,256,1000,0,0,Windows 10,2.9,Intel Core i7,141.21199808219862,11.917834418453076
686,HP,Notebook,4.0,AMD,1.86,0,0,0,500,0,0,Windows 10,2.5,Intel Core i5,100.45466986113652,10.393289544363068
687,Dell,Notebook,4.0,AMD,2.2,0,0,0,1000,0,0,Windows 10,2.0,Intel Core i3,100.45466986113652,10.277575423651992
688,HP,Notebook,6.0,AMD,2.65,0,1,0,2000,0,0,Windows 10,2.4,AMD,127.33567457123112,10.319441460358464
689,Lenovo,Notebook,4.0,Intel,2.1,0,0,0,500,0,0,Windows 10,1.6,Other Intel Processors,100.45466986113652,9.73761240901231
690,Acer,Notebook,4.0,Intel,1.45,0,0,0,0,32,0,No OS/Chrome OS/Android,1.6,Other Intel Processors,111.93520355955212,9.902487052202543
691,Lenovo,Notebook,4.0,Intel,1.7,0,0,256,0,0,0,Windows 10,2.5,Intel Core i5,157.3505121487356,10.525211768465944
692,HP,Workstation,8.0,Nvidia,3.14,0,0,0,500,0,0,Windows 10,2.8,Intel Core i7,127.33567457123112,11.529366637136484
693,Lenovo,2 in 1 Convertible,8.0,Intel,1.42,1,0,256,0,0,0,Windows 10,2.7,Intel Core i7,209.8006828649808,11.834974180925718
694,Toshiba,Notebook,8.0,Intel,1.5,0,1,256,0,0,0,Windows 10,2.5,Intel Core i5,165.6321180513006,10.85594510841814
695,Acer,Netbook,4.0,Intel,1.4,0,0,0,0,32,0,Windows 10,1.6,Other Intel Processors,135.0942111925629,9.570272405833974
696,Lenovo,2 in 1 Convertible,16.0,Intel,1.38,1,0,512,0,0,0,Windows 10,2.7,Intel Core i7,157.3505121487356,11.442360501250736
697,Asus,2 in 1 Convertible,4.0,Intel,1.2,1,0,0,0,64,0,No OS/Chrome OS/Android,0.9,Other Intel Processors,176.23257360658386,10.481345086360362
698,Toshiba,Ultrabook,16.0,Intel,1.36,1,0,512,0,0,0,Windows 10,2.5,Intel Core i7,165.6321180513006,11.512991062818642
699,HP,Notebook,4.0,AMD,2.1,0,1,0,500,0,0,Windows 10,2.7,Intel Core i7,141.21199808219862,10.510802297245792
700,Dell,Gaming,8.0,Nvidia,2.56,0,0,0,1000,0,0,Windows 10,2.5,Intel Core i5,141.21199808219862,10.683645110085203
701,Lenovo,Notebook,4.0,AMD,2.2,0,0,256,0,0,0,Windows 10,2.9,AMD,141.21199808219862,9.964522443121997
702,Lenovo,Notebook,8.0,AMD,2.2,0,0,0,1000,0,0,Windows 10,3.6,AMD,100.45466986113652,10.03701794516015
703,Lenovo,Notebook,4.0,Intel,2.1,0,0,0,1000,0,0,Windows 10,2.5,Intel Core i5,141.21199808219862,10.407616483423654
704,Lenovo,Notebook,4.0,Intel,1.9,0,0,0,500,0,0,No OS/Chrome OS/Android,2.0,Intel Core i3,100.45466986113652,10.084808608996498
705,Dell,Notebook,8.0,Intel,2.18,0,0,256,0,0,0,Windows 10,2.5,Intel Core i5,141.21199808219862,10.653903140886465
706,Acer,2 in 1 Convertible,8.0,Intel,1.6,1,1,256,0,0,0,Windows 10,1.6,Intel Core i5,165.6321180513006,10.882315804880689
707,Lenovo,Workstation,16.0,Nvidia,2.18,0,0,512,0,0,0,Windows 7,2.5,Intel Core i7,141.21199808219862,11.50120100127367
708,Lenovo,Notebook,8.0,Intel,1.8,0,0,256,0,0,0,Windows 10,2.3,Intel Core i5,157.3505121487356,11.058109595587434
709,HP,Notebook,6.0,AMD,2.71,0,1,0,2000,0,0,Windows 10,2.5,AMD,127.33567457123112,10.460211528926417
710,Lenovo,Gaming,8.0,Nvidia,2.5,0,1,128,1000,0,0,Windows 10,2.8,Intel Core i7,141.21199808219862,11.105659536357711
711,Dell,Notebook,8.0,Nvidia,1.64,0,0,256,0,0,0,Linux,2.8,Intel Core i5,157.3505121487356,10.968576149165091
712,Dell,Notebook,8.0,Intel,1.98,0,0,0,1000,0,0,Linux,2.5,Intel Core i5,141.21199808219862,10.56311104105693
713,Asus,Notebook,4.0,Intel,1.5,0,0,0,0,32,0,Windows 10,1.1,Other Intel Processors,157.3505121487356,9.672654512737536
714,Dell,Notebook,16.0,Intel,1.93,0,0,512,0,0,0,Windows 10,2.6,Intel Core i5,141.21199808219862,11.238652353231751
715,Lenovo,Notebook,8.0,Nvidia,1.87,0,1,256,0,0,0,Windows 10,2.5,Intel Core i5,157.3505121487356,10.729080621774308
716,Dell,Notebook,8.0,Intel,1.9,0,0,256,0,0,0,Windows 10,2.6,Intel Core i5,141.21199808219862,11.047982926769505
717,Lenovo,Notebook,4.0,AMD,2.19,0,0,0,500,0,0,Windows 10,2.0,AMD,100.45466986113652,9.672654512737536
718,Mediacom,Notebook,4.0,Intel,1.4,0,1,0,32,0,0,Windows 10,1.92,Other Intel Processors,161.72539083525606,9.555290852218356
719,HP,Notebook,8.0,Nvidia,2.63,0,0,256,0,0,0,Windows 10,2.7,Intel Core i7,127.33567457123112,11.065637862008224
720,Lenovo,Ultrabook,8.0,Intel,1.17,0,1,512,0,0,0,Windows 10,2.5,Intel Core i7,209.8006828649808,11.406054689443872
721,HP,2 in 1 Convertible,8.0,Intel,1.58,1,1,256,0,0,0,Windows 10,2.5,Intel Core i5,117.82653006268644,10.704907085240231
722,Lenovo,Ultrabook,8.0,Intel,1.32,0,1,256,0,0,0,Windows 10,2.5,Intel Core i5,157.3505121487356,11.288114524334732
723,Dell,Gaming,32.0,Nvidia,4.36,0,0,1000,1000,0,0,Windows 10,2.8,Intel Core i7,254.67134914246225,12.1806155047626
724,MSI,Gaming,8.0,Nvidia,2.7,0,0,128,1000,0,0,Windows 10,2.8,Intel Core i7,127.33567457123112,11.182294337407903
725,Lenovo,Notebook,4.0,Intel,1.9,0,0,0,1000,0,0,No OS/Chrome OS/Android,2.5,Intel Core i5,100.45466986113652,10.169762314876662
726,Dell,Notebook,8.0,AMD,2.2,0,0,128,1000,0,0,Windows 10,1.6,Intel Core i5,141.21199808219862,10.55342238395318
727,Dell,2 in 1 Convertible,4.0,Intel,1.71,1,0,0,1000,0,0,Windows 10,2.4,Intel Core i3,165.6321180513006,10.450993742936223
728,Dell,Notebook,8.0,AMD,2.32,0,0,0,1000,0,0,Linux,2.5,Intel Core i5,100.45466986113652,10.354869672690878
729,HP,Notebook,4.0,AMD,2.1,0,0,0,1000,0,0,Windows 10,3.0,AMD,141.21199808219862,10.167923515707006
730,Acer,Gaming,16.0,Nvidia,4.2,0,1,128,1000,0,0,Windows 10,2.6,Intel Core i7,127.33567457123112,11.543423631696015
731,Dell,Notebook,12.0,Intel,2.25,0,0,0,1000,0,0,Windows 10,2.5,Intel Core i5,100.45466986113652,10.450993742936223
732,HP,Notebook,6.0,AMD,2.1,0,0,128,1000,0,0,Windows 10,3.0,AMD,141.21199808219862,10.452533389121816
733,Acer,Notebook,4.0,Intel,2.4,0,0,0,500,0,0,Windows 10,2.5,Intel Core i5,100.45466986113652,10.301710499387234
734,Lenovo,Notebook,8.0,Intel,1.44,0,1,256,0,0,0,Windows 10,2.5,Intel Core i5,165.6321180513006,10.842494310694017
735,Lenovo,Notebook,4.0,Intel,1.85,0,0,0,1000,0,0,Windows 10,2.7,Intel Core i7,141.21199808219862,10.633572072102885
736,HP,Workstation,16.0,Nvidia,2.6,0,0,256,0,0,0,Windows 10,2.8,Intel Core i7,141.21199808219862,11.76667053684216
737,Dell,2 in 1 Convertible,8.0,Intel,1.55,1,0,0,1000,0,0,Windows 10,1.6,Intel Core i5,165.6321180513006,10.46628456073464
738,MSI,Gaming,16.0,Nvidia,1.8,0,0,256,1000,0,0,Windows 10,2.8,Intel Core i7,141.21199808219862,11.6226216177553
739,Acer,Notebook,4.0,Intel,2.4,0,0,0,500,0,0,Windows 10,2.0,Intel Core i3,100.45466986113652,9.993667504286536
740,Dell,Notebook,8.0,Nvidia,2.0,0,0,128,1000,0,0,Windows 10,2.7,Intel Core i7,141.21199808219862,11.071454247329664
741,Dell,Notebook,8.0,Intel,2.0,0,0,256,0,0,0,Windows 10,2.0,Intel Core i3,100.45466986113652,10.475348066887989
742,Toshiba,Notebook,8.0,Intel,1.25,1,1,256,0,0,0,Windows 10,2.5,Intel Core i5,157.3505121487356,11.311846686253432
743,Lenovo,2 in 1 Convertible,8.0,Intel,1.7,1,0,256,0,0,0,Windows 10,2.5,Intel Core i5,157.3505121487356,10.882315804880689
744,Lenovo,Workstation,16.0,Nvidia,2.5,0,1,1000,0,0,0,Windows 10,2.8,Intel Core i7,282.42399616439724,12.076935697460716
745,Acer,Notebook,2.0,Intel,1.68,0,0,0,0,32,0,No OS/Chrome OS/Android,1.6,Other Intel Processors,111.93520355955212,9.77465368069266
746,Samsung,Ultrabook,16.0,Intel,0.81,0,0,256,0,0,0,Windows 10,2.7,Intel Core i7,165.6321180513006,11.383485348791732
747,HP,Notebook,8.0,Intel,1.86,0,0,256,0,0,0,Windows 10,2.0,Intel Core i3,141.21199808219862,10.265276597141131
748,Dell,Notebook,8.0,Intel,1.6,0,0,256,0,0,0,Windows 10,2.5,Intel Core i5,111.93520355955212,11.002618186839925
749,HP,Workstation,16.0,Nvidia,3.0,0,1,256,0,0,0,Windows 7,2.9,Other Intel Processors,127.33567457123112,12.362417715920367
750,Lenovo,Netbook,4.0,Intel,1.4,1,0,128,0,0,0,Windows 10,1.6,Other Intel Processors,135.0942111925629,10.138875830266777
751,HP,Notebook,8.0,Intel,1.84,0,0,256,0,0,0,Windows 10,2.4,Intel Core i5,141.21199808219862,11.525170191386666
752,Asus,Notebook,4.0,Nvidia,2.45,0,0,0,1000,0,0,No OS/Chrome OS/Android,2.3,Intel Core i5,100.45466986113652,10.336863503805128
753,Lenovo,Ultrabook,4.0,Intel,1.7,0,0,180,0,0,0,Windows 10,2.3,Intel Core i5,157.3505121487356,10.974983493740094
754,Asus,Notebook,4.0,Intel,2.37,0,0,256,0,0,0,Windows 10,2.7,Intel Core i7,100.45466986113652,10.720679721736714
755,Lenovo,2 in 1 Convertible,8.0,Intel,1.3,1,1,256,0,0,0,Windows 10,1.8,Intel Core i5,276.053530085501,11.064804181259648
756,HP,Notebook,8.0,Nvidia,2.2,0,1,128,1000,0,0,Windows 10,2.5,Intel Core i5,141.21199808219862,10.977716980635757
757,HP,Workstation,8.0,Nvidia,2.59,0,0,256,0,0,0,Windows 7,2.6,Intel Core i7,141.21199808219862,11.328642946747566
758,Dell,Gaming,16.0,Nvidia,4.42,0,1,256,1000,0,0,Windows 10,2.8,Intel Core i7,282.42399616439724,11.937276356672394
759,Acer,Notebook,4.0,Intel,2.1,0,0,256,0,0,0,Windows 10,2.5,Intel Core i5,100.45466986113652,10.370822624347584
760,Lenovo,Gaming,8.0,Nvidia,2.5,0,1,128,1000,0,0,Windows 10,2.8,Intel Core i7,141.21199808219862,10.93019989111312
761,Dell,Ultrabook,16.0,Intel,1.18,0,0,256,0,0,0,Windows 10,2.8,Intel Core i7,176.23257360658386,11.503355013953575
762,Google,Ultrabook,8.0,Intel,1.1,1,0,256,0,0,0,No OS/Chrome OS/Android,1.2,Intel Core i5,234.50740003017813,11.32736089528991
763,Asus,Ultrabook,8.0,Intel,1.2,0,1,256,0,0,0,Windows 10,2.5,Intel Core i5,276.053530085501,11.004648590381796
764,Dell,Notebook,4.0,Intel,1.65,0,0,0,500,0,0,Windows 10,2.0,Intel Core i3,117.82653006268644,10.71962021254348
765,Acer,Notebook,4.0,Intel,1.6,0,0,128,0,0,0,Windows 10,2.3,Intel Core i5,117.82653006268644,10.460196261867386
766,Asus,Notebook,4.0,Nvidia,2.8,0,0,0,1000,0,0,Windows 10,1.1,Other Intel Processors,90.58340172449304,10.12901686366082
767,Dell,Gaming,16.0,Nvidia,2.72,1,1,128,1000,0,0,Windows 10,2.6,Intel Core i7,282.42399616439724,10.977716980635757
768,Samsung,Ultrabook,8.0,Intel,1.31,1,0,256,0,0,0,Windows 10,2.7,Intel Core i7,165.6321180513006,11.352694739066088
769,Acer,Notebook,4.0,Intel,2.1,0,0,0,1000,0,0,Linux,1.1,Other Intel Processors,100.45466986113652,9.672654512737536
770,Dell,Notebook,16.0,AMD,2.3,0,0,256,0,0,0,Windows 10,2.7,Intel Core i7,141.21199808219862,11.049906436113686
771,Samsung,2 in 1 Convertible,16.0,AMD,1.71,1,0,256,0,0,0,Windows 10,2.7,Intel Core i7,146.86047800548656,11.470547260182666
772,Toshiba,Notebook,4.0,Intel,1.75,0,1,128,0,0,0,Windows 10,2.3,Intel Core i5,111.93520355955212,10.90311893251045
773,Dell,Gaming,8.0,Nvidia,2.62,0,0,0,1000,0,0,Windows 10,2.8,Intel Core i7,141.21199808219862,10.977716980635757
774,HP,Ultrabook,4.0,Intel,1.26,0,0,256,0,0,0,Windows 10,2.3,Intel Core i5,125.36742798669836,11.101648299531258
775,Asus,2 in 1 Convertible,12.0,Nvidia,2.3,1,0,0,2000,0,0,Windows 10,2.7,Intel Core i7,141.21199808219862,10.70777173269934
776,Lenovo,Notebook,16.0,Nvidia,2.5,0,0,512,0,0,0,Windows 7,2.7,Intel Core i7,282.42399616439724,11.74620626036131
777,Acer,Notebook,4.0,Intel,1.8,0,1,128,0,0,0,Windows 10,2.4,Intel Core i3,157.3505121487356,10.430759589572256
778,Razer,Gaming,16.0,Nvidia,1.95,0,0,512,0,0,0,Windows 10,2.8,Intel Core i7,157.3505121487356,11.947682155153789
779,Asus,Notebook,8.0,Intel,2.0,0,0,128,0,0,0,Windows 10,1.1,Other Intel Processors,141.21199808219862,10.34185963789476
780,Dell,Gaming,32.0,Nvidia,4.42,0,1,1000,1000,0,0,Windows 10,2.8,Intel Core i7,127.33567457123112,12.161134189998078
781,Asus,Gaming,16.0,Nvidia,4.3,0,1,256,1000,0,0,Windows 10,2.6,Intel Core i7,127.33567457123112,11.737731633370338
782,Toshiba,Ultrabook,16.0,Nvidia,1.47,0,1,512,0,0,0,Windows 10,2.6,Intel Core i7,157.3505121487356,11.45090026279887
783,Lenovo,Notebook,8.0,Intel,2.2,0,0,0,1000,0,0,No OS/Chrome OS/Android,1.6,Other Intel Processors,100.45466986113652,9.771618776997505
784,Lenovo,Ultrabook,16.0,Intel,1.7,0,0,512,0,0,0,Windows 10,2.7,Intel Core i7,157.3505121487356,11.715790550995315
785,MSI,Gaming,16.0,Nvidia,1.6,0,1,256,1000,0,0,Windows 10,2.8,Intel Core i7,157.3505121487356,11.520422094890591
786,MSI,Gaming,8.0,Nvidia,2.2,0,0,128,1000,0,0,Windows 10,2.5,Intel Core i5,141.21199808219862,10.968576149165091
787,Lenovo,Gaming,4.0,Nvidia,2.4,0,1,0,1000,0,0,Windows 10,2.8,Intel Core i7,141.21199808219862,10.882315804880689
788,Acer,Gaming,16.0,Nvidia,4.2,0,1,256,1000,0,0,Windows 10,2.8,Intel Core i7,127.33567457123112,11.715790550995315
789,Dell,Gaming,8.0,Nvidia,2.62,0,0,256,0,0,0,Windows 10,2.5,Intel Core i5,141.21199808219862,10.868202667404224
790,Asus,Gaming,8.0,Nvidia,2.24,0,0,128,1000,0,0,Windows 10,2.8,Intel Core i7,141.21199808219862,11.175239371923306
791,Vero,Notebook,4.0,Intel,1.22,0,0,0,0,32,0,Windows 10,1.1,Other Intel Processors,157.3505121487356,9.288274273063903
792,Lenovo,2 in 1 Convertible,8.0,Intel,1.37,1,1,512,0,0,0,Windows 10,2.7,Intel Core i7,165.6321180513006,11.561349847964168
793,Lenovo,2 in 1 Convertible,8.0,AMD,2.08,1,0,256,0,0,0,Windows 10,2.5,Intel Core i5,141.21199808219862,10.841452101115571
794,Apple,Ultrabook,8.0,Intel,0.92,0,1,0,0,512,0,Mac OS,1.2,Other Intel Processors,226.4155471693585,11.036037392231934
795,Lenovo,2 in 1 Convertible,8.0,Intel,1.42,1,1,256,0,0,0,Windows 10,2.5,Intel Core i5,209.8006828649808,11.72918457279188
796,Asus,Notebook,4.0,Intel,1.63,0,0,0,0,32,0,Windows 10,1.1,Other Intel Processors,111.93520355955212,9.67600459962282
797,Dell,Notebook,8.0,Intel,1.95,0,0,128,0,0,0,Windows 10,2.5,Intel Core i5,100.45466986113652,10.67259527389862
798,Lenovo,2 in 1 Convertible,8.0,Intel,1.38,1,1,256,0,0,0,Windows 10,2.7,Intel Core i7,158.48253022174808,11.18267988243989
799,Dell,Notebook,8.0,AMD,2.0,0,0,256,0,0,0,Windows 10,2.0,Intel Core i3,141.21199808219862,10.580858947180335
800,HP,Workstation,8.0,Nvidia,3.14,0,0,256,0,0,0,Windows 10,2.8,Intel Core i7,141.21199808219862,11.608398104304564
801,Asus,Notebook,8.0,Intel,2.37,0,0,256,0,0,0,Windows 10,2.5,Intel Core i5,141.21199808219862,10.977716980635757
802,Dell,Ultrabook,8.0,Intel,1.29,0,0,256,0,0,0,Windows 10,2.5,Intel Core i5,165.6321180513006,11.288114524334732
803,Dell,Notebook,8.0,Nvidia,2.06,1,0,256,0,0,0,Windows 10,2.5,Intel Core i5,282.42399616439724,11.442360501250736
804,Dell,Netbook,4.0,Intel,1.63,0,0,128,0,0,0,Windows 10,1.1,Other Intel Processors,135.0942111925629,10.587602061065226
805,HP,Netbook,8.0,Intel,1.26,0,0,256,0,0,0,Windows 10,2.6,Intel Core i5,125.36742798669836,11.211900368986475
806,Toshiba,Notebook,4.0,Intel,2.1,0,0,0,500,0,0,Windows 10,2.3,Intel Core i5,100.45466986113652,10.634854945915771
807,HP,Notebook,8.0,AMD,2.04,0,0,0,2000,0,0,Windows 10,2.5,AMD,100.45466986113652,10.419692282932576
808,Dell,Gaming,16.0,Nvidia,2.62,0,0,512,0,0,0,Windows 10,2.8,Intel Core i7,282.42399616439724,11.401514683309674
809,Lenovo,Notebook,4.0,Nvidia,2.4,0,0,0,1000,0,0,Windows 10,2.5,Intel Core i5,141.21199808219862,10.38737929394203
810,HP,Gaming,12.0,AMD,3.74,0,1,0,1000,0,0,Windows 10,2.8,Intel Core i7,127.33567457123112,11.442360501250736
811,MSI,Gaming,16.0,Nvidia,2.9,0,0,512,1000,0,0,Windows 10,2.8,Intel Core i7,127.33567457123112,11.765015592318807
812,Samsung,Ultrabook,8.0,Intel,0.81,0,0,256,0,0,0,Windows 10,2.5,Intel Core i5,165.6321180513006,11.288114524334732
813,Dell,Notebook,8.0,Nvidia,1.98,0,0,0,1000,0,0,Windows 10,2.7,Intel Core i7,141.21199808219862,10.843535435202426
814,Dell,Notebook,8.0,AMD,2.18,0,0,256,0,0,0,Windows 10,2.5,Intel Core i5,141.21199808219862,10.647353436437802
815,Lenovo,Ultrabook,8.0,Intel,1.32,0,0,256,0,0,0,Windows 10,2.7,Intel Core i7,157.3505121487356,11.503355013953575
816,Razer,Ultrabook,16.0,Intel,1.29,1,1,512,0,0,0,Windows 10,2.5,Intel Core i7,352.4651472131677,11.470547260182666
817,HP,Netbook,4.0,Intel,1.23,0,0,0,0,16,0,No OS/Chrome OS/Android,1.6,Other Intel Processors,135.0942111925629,9.928804360519916
818,Dell,Gaming,16.0,Nvidia,4.36,0,1,128,1000,0,0,Windows 10,2.8,Intel Core i7,127.33567457123112,11.801613023751164
819,Dell,Notebook,4.0,Intel,1.76,0,0,0,500,0,0,Windows 10,2.3,Intel Core i5,111.93520355955212,10.602278775481158
820,Lenovo,Notebook,4.0,Intel,2.1,0,0,0,500,0,0,Windows 10,2.0,Intel Core i3,100.45466986113652,10.169762314876662
821,Toshiba,Ultrabook,4.0,Intel,1.25,0,0,128,0,0,0,Windows 10,2.5,Intel Core i5,111.93520355955212,10.969494001455322
822,Lenovo,Ultrabook,8.0,Intel,1.13,0,1,512,0,0,0,Windows 10,2.7,Intel Core i7,157.3505121487356,11.799206957067089
823,MSI,Gaming,8.0,Nvidia,2.4,0,0,256,0,0,0,Windows 10,2.5,Intel Core i5,141.21199808219862,11.064804181259648
824,Lenovo,Ultrabook,8.0,Intel,1.13,0,1,0,0,256,0,Windows 10,2.5,Intel Core i5,157.3505121487356,11.511924964636645
825,Toshiba,Notebook,4.0,Intel,1.75,0,0,128,0,0,0,Windows 10,2.1,Other Intel Processors,111.93520355955212,10.188167121983652
826,Asus,2 in 1 Convertible,8.0,Intel,1.1,1,0,256,0,0,0,Windows 10,2.5,Intel Core i5,165.6321180513006,11.189329334350775
827,Dell,Notebook,4.0,Intel,1.76,0,0,0,500,0,0,Windows 10,2.0,Intel Core i3,111.93520355955212,10.34717287346399
828,Acer,Netbook,4.0,Intel,1.35,0,1,0,0,32,0,No OS/Chrome OS/Android,1.6,Other Intel Processors,135.0942111925629,9.84767881570755
829,Acer,Notebook,8.0,Intel,1.5,0,1,128,0,0,0,Windows 10,2.4,Intel Core i3,157.3505121487356,10.403666298916727
830,Razer,Gaming,32.0,Nvidia,3.49,1,0,512,0,0,0,Windows 10,2.9,Intel Core i7,254.67134914246225,12.587882562739948
831,Lenovo,Ultrabook,16.0,Intel,1.1,0,1,512,0,0,0,Windows 10,2.6,Intel Core i7,209.8006828649808,11.624777346052769
832,Asus,Notebook,4.0,Nvidia,2.1,0,0,0,1000,0,0,Linux,2.5,Intel Core i5,141.21199808219862,10.227464909398025
833,Lenovo,Notebook,8.0,Intel,1.7,0,0,256,0,0,0,Windows 10,2.3,Intel Core i5,157.3505121487356,11.053902605789805
834,Lenovo,Notebook,8.0,Intel,1.32,0,1,256,0,0,0,Windows 10,2.6,Intel Core i5,157.3505121487356,11.38409159312676
835,Dell,Gaming,16.0,Nvidia,3.21,0,0,256,1000,0,0,Windows 10,2.8,Intel Core i7,141.21199808219862,11.903833710189655
836,Asus,Gaming,16.0,Nvidia,2.9,0,0,256,1000,0,0,Windows 10,2.8,Intel Core i7,127.33567457123112,11.76667053684216
837,Toshiba,Notebook,4.0,Intel,2.0,0,0,0,500,0,0,Windows 10,2.4,Intel Core i3,100.45466986113652,10.481345086360362
838,Lenovo,Notebook,4.0,Intel,1.5,0,0,0,0,16,0,No OS/Chrome OS/Android,1.6,Other Intel Processors,111.93520355955212,9.759386208561873
839,Asus,Notebook,8.0,Intel,2.3,0,0,0,128,0,0,Windows 10,2.5,Intel Core i5,141.21199808219862,10.3556835631319
840,Asus,Gaming,16.0,Nvidia,2.73,0,0,512,1000,0,0,Windows 10,2.6,Intel Core i7,127.33567457123112,11.470547260182666
841,Dell,Gaming,32.0,Nvidia,4.42,0,1,512,1000,0,0,Windows 10,2.8,Intel Core i7,127.33567457123112,12.0059347920825
842,HP,Notebook,8.0,Nvidia,2.63,0,0,0,1000,0,0,Windows 10,2.5,Intel Core i5,106.11306214269258,10.78900562574303
843,Dell,Notebook,8.0,Intel,2.18,0,0,128,0,0,0,Windows 10,2.5,Intel Core i5,100.45466986113652,10.546429982871398
844,HP,Ultrabook,8.0,Intel,1.54,0,0,512,0,0,0,Windows 7,2.5,Intel Core i7,157.3505121487356,11.509254736080766
845,Dell,Notebook,4.0,AMD,2.18,0,0,256,0,0,0,Windows 10,2.7,Intel Core i7,141.21199808219862,10.580858947180335
846,HP,2 in 1 Convertible,4.0,Intel,1.4,1,0,0,0,32,0,No OS/Chrome OS/Android,1.1,Other Intel Processors,135.0942111925629,10.397183294038651
847,Asus,Ultrabook,8.0,Nvidia,1.45,0,1,512,0,0,0,Windows 10,2.3,Intel Core i5,165.6321180513006,10.908984051962848
848,HP,2 in 1 Convertible,8.0,Intel,1.28,1,0,256,0,0,0,Windows 10,2.5,Intel Core i5,165.6321180513006,11.706175092295874
849,HP,Ultrabook,8.0,Intel,1.54,0,0,512,0,0,0,Windows 10,2.5,Intel Core i7,157.3505121487356,11.267217235406594
850,HP,Notebook,4.0,Intel,1.86,0,0,128,0,0,0,No OS/Chrome OS/Android,1.6,Other Intel Processors,100.45466986113652,9.67600459962282
851,Asus,Gaming,16.0,Nvidia,2.1,0,0,128,1000,0,0,Windows 10,2.8,Intel Core i7,141.21199808219862,11.52464373704442
852,Dell,Notebook,8.0,AMD,2.83,0,0,0,1000,0,0,Linux,2.7,Intel Core i7,127.33567457123112,10.738290533164012
853,Lenovo,Ultrabook,8.0,Nvidia,1.96,0,1,256,0,0,0,Windows 10,2.8,Intel Core i7,157.3505121487356,11.526747893528285
854,Asus,Notebook,8.0,Nvidia,2.3,0,1,256,0,0,0,Windows 10,2.7,Intel Core i7,141.21199808219862,10.643789274649537
855,Dell,Notebook,8.0,Intel,1.9,0,0,128,0,0,0,Windows 10,2.5,Intel Core i5,141.21199808219862,10.826745953725876
856,Asus,Notebook,4.0,Intel,2.0,0,0,0,1000,0,0,Windows 10,1.1,Other Intel Processors,100.45466986113652,10.082583913974387
857,HP,2 in 1 Convertible,8.0,Intel,1.28,1,0,256,0,0,0,Windows 10,2.8,Intel Core i7,165.6321180513006,11.822932862391925
858,Dell,Notebook,8.0,Intel,1.62,1,0,0,1000,0,0,Windows 10,2.3,Intel Core i5,165.6321180513006,10.450993742936223
859,Lenovo,Notebook,4.0,Intel,2.2,0,0,0,1000,0,0,No OS/Chrome OS/Android,2.0,Intel Core i3,141.21199808219862,10.126163794678414
860,Lenovo,Notebook,8.0,Intel,2.3,0,1,0,1000,0,0,Windows 10,2.5,Intel Core i5,141.21199808219862,10.7215735450074
861,HP,Notebook,8.0,AMD,1.84,0,0,256,0,0,0,Windows 10,2.6,Intel Core i5,141.21199808219862,11.18267988243989
862,Toshiba,Notebook,4.0,Intel,1.05,0,0,128,0,0,0,Windows 10,2.5,Intel Core i5,165.6321180513006,11.134075023561454
863,Lenovo,Gaming,8.0,Nvidia,2.5,0,1,0,1000,0,0,No OS/Chrome OS/Android,2.5,Intel Core i5,141.21199808219862,10.900173422280696
864,Dell,Ultrabook,16.0,Intel,1.29,1,0,512,0,0,0,Windows 10,2.5,Intel Core i7,276.053530085501,11.68979217108122
865,HP,Notebook,4.0,Intel,2.07,0,0,0,500,0,0,Windows 10,2.3,Intel Core i5,141.21199808219862,10.78900562574303
866,Toshiba,Ultrabook,8.0,Intel,1.2,0,0,256,0,0,0,Windows 10,2.3,Intel Core i5,117.82653006268644,10.974070668482735
867,Lenovo,2 in 1 Convertible,8.0,Intel,1.37,1,1,256,0,0,0,Windows 10,2.7,Intel Core i7,165.6321180513006,11.551145677789926
868,Acer,Notebook,8.0,Intel,1.56,0,1,256,0,0,0,Windows 10,2.5,Intel Core i5,157.3505121487356,10.780175546294757
869,Dell,Workstation,8.0,Nvidia,2.23,0,0,0,1000,0,0,Windows 10,2.8,Intel Core i7,141.21199808219862,11.458805442305984
870,Lenovo,Notebook,4.0,Intel,2.38,0,0,0,500,0,0,Windows 10,2.5,Intel Core i5,100.45466986113652,10.9368570721423
871,Lenovo,Notebook,4.0,AMD,2.2,0,0,0,1000,0,0,No OS/Chrome OS/Android,2.0,Intel Core i3,141.21199808219862,10.147261623643049
872,Toshiba,Notebook,8.0,Intel,2.0,0,1,256,0,0,0,Windows 10,2.7,Intel Core i7,141.21199808219862,11.211180167298885
873,Lenovo,Notebook,4.0,Intel,1.44,0,1,180,0,0,0,Windows 10,2.4,Intel Core i3,165.6321180513006,10.575431525444971
874,Samsung,Ultrabook,16.0,Nvidia,1.23,0,0,256,0,0,0,Windows 10,2.7,Intel Core i7,146.86047800548656,11.49796125761926
875,Dell,Ultrabook,8.0,Intel,1.6,0,0,256,0,0,0,Windows 10,2.8,Intel Core i7,176.23257360658386,11.408044834149251
876,Asus,Notebook,4.0,Intel,2.0,0,0,0,1000,0,0,Linux,1.1,Other Intel Processors,100.45466986113652,9.964497380151284
877,Xiaomi,Ultrabook,8.0,Nvidia,1.28,0,1,256,0,0,0,Windows 10,2.3,Intel Core i5,165.6321180513006,10.81610755552082
