Unnamed: 0,Company,TypeName,Ram,Gpu,Weight,Touchscreen,IPS_display,SSD,HDD,Flash_Storage,Hybrid,Oper_sys,Clock_speed,CPU,ppi,Price
491,Toshiba,Ultrabook,32.0,Intel,1.05,1,0,512,0,0,0,Windows 10,2.7,Intel Core i7,165.6321180513006,11.912578515747589
492,Asus,Gaming,8.0,Nvidia,1.99,0,0,128,1000,0,0,Windows 10,2.8,Intel Core i7,141.21199808219862,11.18342089766461
493,Acer,Notebook,8.0,AMD,2.2,0,0,0,1000,0,0,Windows 10,2.5,AMD,100.45466986113652,10.336863503805128
494,Asus,Gaming,24.0,Nvidia,4.33,1,1,256,1000,0,0,Windows 10,2.6,Intel Core i7,127.33567457123112,11.12154549394652
495,Lenovo,Ultrabook,8.0,Intel,1.3,0,1,180,0,0,0,Windows 10,2.3,Intel Core i5,125.36742798669836,10.977716980635757
496,Lenovo,Notebook,8.0,Intel,2.17,0,0,256,0,0,0,Windows 10,1.8,Intel Core i7,141.21199808219862,10.776732819811487
497,HP,Notebook,8.0,Intel,1.48,0,0,1000,0,0,0,Windows 10,2.8,Intel Core i7,157.3505121487356,11.442360501250736
498,Lenovo,Notebook,8.0,Intel,1.4,0,1,256,0,0,0,Windows 10,2.4,Intel Core i3,165.6321180513006,10.83096982484206
499,Lenovo,Notebook,8.0,Intel,2.3,0,1,256,0,0,0,Windows 10,2.5,Intel Core i5,141.21199808219862,10.790103923492092
500,Asus,Netbook,4.0,Intel,1.2,0,0,0,0,64,0,Windows 10,1.1,Other Intel Processors,135.0942111925629,9.80450664384234
501,HP,Notebook,8.0,AMD,1.91,0,0,256,0,0,0,Windows 10,2.5,Intel Core i5,100.45466986113652,10.403650143697382
502,Lenovo,2 in 1 Convertible,8.0,Intel,1.4,1,1,256,0,0,0,Windows 10,1.6,Intel Core i5,158.48253022174808,11.352694739066088
503,Lenovo,Notebook,4.0,Intel,2.1,0,0,0,500,0,0,Windows 10,1.1,Other Intel Processors,111.93520355955212,9.67600459962282
504,Lenovo,Netbook,4.0,Intel,1.25,0,0,16,0,0,0,No OS/Chrome OS/Android,1.6,Other Intel Processors,135.0942111925629,9.555290852218356
505,Lenovo,Notebook,8.0,Intel,1.44,0,0,256,0,0,0,Windows 10,2.5,Intel Core i5,165.6321180513006,10.83096982484206
506,Asus,Notebook,8.0,Intel,2.0,0,0,256,1000,0,0,Windows 10,2.7,Intel Core i7,141.21199808219862,11.085440489304403
507,Acer,Notebook,4.0,Nvidia,2.2,0,1,0,1000,0,0,Windows 10,1.6,Intel Core i5,141.21199808219862,10.393925962168344
508,HP,Ultrabook,8.0,Intel,1.34,0,1,512,0,0,0,Windows 10,2.7,Intel Core i7,165.6321180513006,11.16321819034709
509,Lenovo,Gaming,8.0,Nvidia,2.4,0,1,256,1000,0,0,No OS/Chrome OS/Android,2.8,Intel Core i7,141.21199808219862,11.02220830408089
510,Dell,Ultrabook,8.0,Intel,1.29,1,1,128,0,0,0,Windows 10,2.5,Intel Core i5,165.6321180513006,10.776844060703754
511,Acer,Notebook,4.0,Nvidia,2.2,0,0,0,500,0,0,Windows 10,2.7,Intel Core i7,141.21199808219862,10.435465480609668
512,Dell,Notebook,8.0,Intel,2.18,0,0,0,1000,0,0,Windows 10,2.5,Intel Core i5,141.21199808219862,10.704189639316835
513,Dell,Notebook,16.0,AMD,2.2,0,0,256,2000,0,0,Windows 10,1.8,Intel Core i7,141.21199808219862,11.081544019025282
514,Xiaomi,Notebook,16.0,Nvidia,1.95,0,1,256,0,0,0,No OS/Chrome OS/Android,1.8,Intel Core i7,141.21199808219862,11.219752826912
515,Asus,Netbook,2.0,Intel,1.1,0,0,0,0,32,0,Windows 10,1.1,Other Intel Processors,135.0942111925629,9.47681923677686
516,HP,Notebook,4.0,Intel,2.04,1,0,0,1000,0,0,Windows 10,1.6,Intel Core i5,100.45466986113652,10.232212772652003
517,Asus,Gaming,24.0,Nvidia,2.24,0,0,512,0,0,0,Windows 10,2.8,Intel Core i7,141.21199808219862,11.971204630519404
518,HP,Notebook,8.0,Nvidia,2.04,0,0,256,0,0,0,Windows 10,2.5,Intel Core i5,141.21199808219862,10.765658261746038
519,Asus,Gaming,16.0,Nvidia,3.0,0,0,256,1000,0,0,Windows 10,2.8,Intel Core i7,127.33567457123112,11.291444530741918
520,Lenovo,Gaming,8.0,Nvidia,3.2,0,1,256,1000,0,0,Windows 10,2.8,Intel Core i7,141.21199808219862,11.219074000897615
521,HP,Ultrabook,8.0,Intel,1.32,0,1,256,0,0,0,Windows 10,2.7,Intel Core i7,165.6321180513006,11.219074000897615
522,Dell,Notebook,8.0,Intel,1.64,0,0,256,0,0,0,Windows 10,2.6,Intel Core i5,157.3505121487356,11.129965423395353
523,HP,Notebook,4.0,Intel,1.63,0,0,128,0,0,0,Windows 10,2.0,Intel Core i3,100.45466986113652,10.510802297245792
524,Dell,Notebook,8.0,AMD,2.8,0,1,128,1000,0,0,Linux,1.6,Intel Core i5,127.33567457123112,10.765658261746038
525,Lenovo,Notebook,8.0,Intel,2.02,0,0,256,0,0,0,Windows 7,2.3,Intel Core i5,157.3505121487356,11.17598591917709
526,Lenovo,Notebook,4.0,Nvidia,2.2,0,0,0,1000,0,0,Windows 10,2.7,Intel Core i7,141.21199808219862,10.658921971998408
527,Lenovo,Notebook,8.0,Nvidia,2.2,0,0,0,2000,0,0,No OS/Chrome OS/Android,2.0,Intel Core i3,100.45466986113652,10.104611236292678
528,Dell,Notebook,4.0,AMD,2.3,0,0,0,500,0,0,Windows 10,2.5,Intel Core i5,141.21199808219862,10.34717287346399
529,Dell,Notebook,8.0,Intel,1.9,0,0,256,0,0,0,Windows 10,2.8,Intel Core i5,141.21199808219862,11.203223524960787
530,Dell,Gaming,16.0,Nvidia,4.42,0,1,128,1000,0,0,Windows 10,2.8,Intel Core i7,127.33567457123112,11.98617622657084
531,Toshiba,Notebook,8.0,Intel,2.0,0,1,0,500,0,0,Windows 10,2.5,Intel Core i5,141.21199808219862,10.732493415479688
532,Asus,Notebook,8.0,Nvidia,2.0,0,1,256,1000,0,0,Windows 10,2.7,Intel Core i7,282.42399616439724,11.144911042902732
533,Mediacom,Notebook,4.0,Intel,1.2,0,1,32,0,0,0,Windows 10,1.1,Other Intel Processors,165.6321180513006,9.88635767027266
534,Asus,Gaming,8.0,Nvidia,2.3,0,1,128,1000,0,0,Windows 10,2.5,Intel Core i5,141.21199808219862,11.383485348791732
535,Dell,Notebook,8.0,Nvidia,1.93,0,0,256,0,0,0,Windows 10,2.8,Intel Core i7,141.21199808219862,11.197396851520583
536,Dell,Notebook,8.0,AMD,2.2,0,0,256,0,0,0,Windows 10,1.6,Intel Core i5,141.21199808219862,10.656930001858216
537,HP,Notebook,4.0,Intel,1.86,0,0,256,0,0,0,Windows 10,1.6,Other Intel Processors,141.21199808219862,9.964497380151284
538,HP,Gaming,12.0,Nvidia,2.62,0,0,0,1000,0,0,Windows 10,2.8,Intel Core i7,127.33567457123112,11.470547260182666
539,Lenovo,Notebook,8.0,Nvidia,1.87,0,1,256,0,0,0,Windows 10,2.7,Intel Core i7,157.3505121487356,10.73132994821639
540,Dell,Ultrabook,8.0,Intel,1.2,1,0,256,0,0,0,Windows 10,1.8,Intel Core i7,276.053530085501,11.219074000897615
541,Dell,Notebook,4.0,Intel,1.6,0,0,128,0,0,0,Windows 10,2.0,Intel Core i3,157.3505121487356,10.576614498925236
542,HP,Ultrabook,8.0,Intel,1.34,0,1,256,0,0,0,Windows 10,2.7,Intel Core i7,276.053530085501,11.018720942220474
543,Acer,Gaming,8.0,Nvidia,2.4,0,0,0,1000,0,0,Linux,2.5,Intel Core i5,141.21199808219862,10.657669623681942
544,Asus,Notebook,4.0,AMD,2.0,0,0,0,500,0,0,Windows 10,1.8,AMD,100.45466986113652,9.83063294843456
545,HP,Notebook,4.0,Intel,2.1,0,0,128,0,0,0,Windows 10,2.4,Intel Core i3,141.21199808219862,10.534467797525002
546,Lenovo,Notebook,4.0,Intel,1.87,0,0,0,500,0,0,Windows 10,2.5,Intel Core i5,157.3505121487356,10.641244744014545
547,Lenovo,Notebook,4.0,Intel,2.15,0,0,0,1000,0,0,No OS/Chrome OS/Android,2.3,Intel Core i5,141.21199808219862,10.11188320625578
548,HP,Notebook,4.0,Intel,1.86,0,0,0,500,0,0,Windows 10,2.0,Intel Core i3,141.21199808219862,9.959497306919324
549,Lenovo,Notebook,8.0,Intel,1.99,0,1,512,0,0,0,Windows 10,2.7,Intel Core i7,141.21199808219862,11.430859511915424
550,Lenovo,Notebook,4.0,Intel,2.2,0,0,128,0,0,0,Windows 10,2.0,Intel Core i3,141.21199808219862,10.188167121983652
551,Dell,Notebook,8.0,Intel,1.9,0,0,256,0,0,0,Windows 10,2.5,Intel Core i5,141.21199808219862,10.993953872709785
552,Dell,Gaming,16.0,Nvidia,4.42,0,1,256,1000,0,0,Windows 10,2.8,Intel Core i7,127.33567457123112,11.876197639250138
553,HP,Notebook,8.0,Intel,2.65,0,0,0,1000,0,0,Windows 10,2.0,Intel Core i3,106.11306214269258,10.274785970374204
554,HP,Notebook,8.0,Nvidia,2.63,0,0,0,1000,0,0,Windows 10,2.7,Intel Core i7,127.33567457123112,11.130176383145796
555,Asus,Notebook,4.0,Intel,2.0,0,0,0,500,0,0,Linux,1.1,Other Intel Processors,100.45466986113652,9.387207078087174
556,Mediacom,Notebook,4.0,Intel,1.35,0,1,0,0,32,0,Windows 10,1.44,Other Intel Processors,165.6321180513006,9.51682457139056
557,Lenovo,Notebook,6.0,Nvidia,2.8,0,0,128,1000,0,0,Windows 10,2.7,Intel Core i7,106.11306214269258,10.83096982484206
558,HP,Notebook,6.0,AMD,1.91,0,1,128,0,0,0,Windows 10,2.5,AMD,141.21199808219862,10.319265697988737
559,Dell,Notebook,4.0,AMD,2.18,0,0,0,1000,0,0,Windows 10,2.0,Intel Core i3,100.45466986113652,10.401887658299067
560,Acer,2 in 1 Convertible,4.0,Intel,1.25,1,1,0,0,32,0,Windows 10,2.0,Other Intel Processors,189.90579052433608,9.83063294843456
561,Lenovo,Notebook,4.0,Intel,2.05,0,0,128,0,0,0,Windows 10,2.7,Intel Core i3,141.21199808219862,10.421280845617712
562,HP,Ultrabook,16.0,Intel,1.16,1,1,512,0,0,0,Windows 10,1.2,Other Intel Processors,276.053530085501,11.558808550535495
563,Lenovo,Notebook,8.0,Nvidia,3.4,0,1,256,0,0,0,Windows 10,2.8,Intel Core i7,127.33567457123112,11.981595204981144
564,Asus,Notebook,8.0,Nvidia,2.5,0,0,128,1000,0,0,Windows 10,2.5,Intel Core i5,141.21199808219862,10.70777173269934
565,Dell,Ultrabook,8.0,Intel,1.21,1,1,128,0,0,0,Windows 10,1.6,Intel Core i5,331.2642361026012,11.352694739066088
566,Dell,Notebook,4.0,Intel,1.93,0,0,0,500,0,0,Windows 10,2.6,Intel Core i5,100.45466986113652,10.841452101115571
567,Fujitsu,Notebook,8.0,Intel,2.2,0,0,0,1000,0,0,Windows 10,2.5,Intel Core i5,100.45466986113652,10.580858947180335
568,Lenovo,Notebook,4.0,Intel,2.2,0,0,0,500,0,0,Windows 10,1.1,Other Intel Processors,141.21199808219862,9.816202683605532
569,Lenovo,Notebook,4.0,Intel,2.02,0,0,0,500,0,0,Windows 10,2.5,Intel Core i5,111.93520355955212,10.87326596936077
570,HP,Workstation,8.0,Nvidia,3.14,0,0,0,500,0,0,Windows 10,2.8,Intel Core i5,106.11306214269258,11.504424909404817
571,HP,Notebook,8.0,Intel,1.94,0,0,0,2000,0,0,Windows 10,1.6,Other Intel Processors,111.93520355955212,9.93914036985058
572,HP,Notebook,6.0,AMD,1.95,0,1,256,0,0,0,Windows 10,3.0,AMD,141.21199808219862,10.450993742936223
573,Lenovo,Notebook,8.0,Intel,2.3,0,0,256,0,0,0,Windows 10,2.5,Intel Core i5,141.21199808219862,10.696986727022775
574,Lenovo,Notebook,4.0,Intel,2.05,0,0,0,500,0,0,Windows 10,1.6,Intel Core i5,141.21199808219862,10.50497986449436
575,Mediacom,Notebook,4.0,Intel,1.4,0,0,32,0,0,0,Windows 10,1.44,Other Intel Processors,157.3505121487356,9.49301392269684
576,Toshiba,Ultrabook,16.0,Intel,1.24,1,0,512,0,0,0,Windows 10,2.7,Intel Core i7,157.3505121487356,11.50657735831005
577,Lenovo,Gaming,32.0,Nvidia,4.6,0,1,256,1000,0,0,Windows 10,2.7,Intel Core i7,127.33567457123112,11.862769612046066
578,MSI,Gaming,16.0,Nvidia,4.14,0,0,512,1000,0,0,Windows 10,2.9,Intel Core i7,127.33567457123112,11.887251546940472
579,Dell,Notebook,8.0,AMD,2.2,0,0,256,0,0,0,Linux,2.7,Intel Core i7,141.21199808219862,10.594313360795072
580,Mediacom,Notebook,4.0,Intel,1.45,0,1,32,0,0,0,Windows 10,1.1,Other Intel Processors,157.3505121487356,9.93914036985058
581,Dell,Notebook,8.0,Intel,1.9,0,0,0,500,0,0,Windows 10,2.6,Intel Core i5,100.45466986113652,10.89180021486258
582,HP,Notebook,4.0,Intel,1.49,0,0,128,0,0,0,Windows 10,2.4,Intel Core i3,165.6321180513006,10.55342238395318
583,Dell,Notebook,16.0,Nvidia,1.93,0,0,256,0,0,0,Windows 10,2.8,Intel Core i7,141.21199808219862,11.313402478637911
584,Dell,Netbook,4.0,Intel,1.26,0,0,0,0,16,0,No OS/Chrome OS/Android,1.6,Other Intel Processors,135.0942111925629,9.662536382571954
585,MSI,Gaming,16.0,Nvidia,4.5,0,0,128,1000,0,0,Windows 10,2.7,Intel Core i7,127.33567457123112,11.737306010891048
586,HP,Gaming,16.0,Nvidia,3.78,0,1,256,1000,0,0,Windows 10,2.8,Intel Core i7,127.33567457123112,11.2874471903093
587,Lenovo,Ultrabook,12.0,Intel,1.4,0,1,256,0,0,0,Windows 10,2.6,Intel Core i7,157.3505121487356,11.397934727218958
588,Lenovo,Notebook,12.0,Intel,2.2,1,0,0,1000,0,0,Windows 10,1.8,Intel Core i7,100.45466986113652,10.38737929394203
589,Asus,Gaming,8.0,Nvidia,2.73,0,1,128,1000,0,0,Windows 10,2.5,Intel Core i5,127.33567457123112,11.454295851800008
590,Asus,2 in 1 Convertible,8.0,Intel,2.2,1,0,0,1000,0,0,Windows 10,2.5,Intel Core i5,100.45466986113652,10.580858947180335
591,Lenovo,Notebook,12.0,AMD,2.2,0,0,512,0,0,0,Windows 10,3.6,AMD,141.21199808219862,10.83096982484206
592,Dell,2 in 1 Convertible,4.0,Intel,1.39,1,0,128,0,0,0,Windows 10,1.0,Other Intel Processors,135.0942111925629,10.37747822295932
593,Samsung,Notebook,16.0,Nvidia,2.5,0,0,128,1000,0,0,Windows 10,2.8,Intel Core i7,141.21199808219862,11.413356147904066
594,Lenovo,Notebook,4.0,Intel,2.8,0,0,0,500,0,0,No OS/Chrome OS/Android,2.0,Intel Core i3,127.33567457123112,10.246549458090431
595,Lenovo,Notebook,8.0,Intel,2.29,0,0,0,1000,0,0,Windows 10,2.3,Intel Core i3,100.45466986113652,10.104611236292678
596,Lenovo,2 in 1 Convertible,8.0,Intel,1.37,1,1,512,0,0,0,Windows 10,2.7,Intel Core i7,165.6321180513006,11.588886005772771
597,Lenovo,Notebook,8.0,Intel,1.7,0,1,256,0,0,0,Windows 10,2.5,Intel Core i5,157.3505121487356,11.271296098981416
598,Dell,2 in 1 Convertible,8.0,Intel,1.34,1,0,256,0,0,0,Windows 10,2.5,Intel Core i5,176.23257360658386,11.396139931642937
599,Dell,Workstation,8.0,Nvidia,2.06,1,0,256,0,0,0,Windows 10,2.8,Intel Core i7,141.21199808219862,11.450333208630004
600,HP,Notebook,8.0,Intel,1.84,0,0,256,0,0,0,Windows 10,2.7,Intel Core i7,141.21199808219862,11.081347155713406
601,HP,Notebook,4.0,Intel,2.1,0,0,0,500,0,0,Windows 10,2.4,Intel Core i3,100.45466986113652,10.480567504600335
602,Acer,Notebook,4.0,Intel,1.6,0,0,0,0,32,0,Windows 10,1.1,Other Intel Processors,157.3505121487356,9.771618776997505
603,MSI,Gaming,16.0,Nvidia,4.14,0,0,128,1000,0,0,Windows 10,2.7,Intel Core i7,127.33567457123112,11.671319016786894
604,Dell,Notebook,4.0,AMD,2.18,0,0,0,1000,0,0,Linux,2.0,Intel Core i3,100.45466986113652,10.11759843181949
605,MSI,Gaming,16.0,Nvidia,1.8,0,0,256,2000,0,0,Windows 10,2.8,Intel Core i7,282.42399616439724,11.715790550995315
606,Toshiba,Notebook,8.0,Intel,2.2,0,1,256,0,0,0,Windows 10,2.5,Intel Core i7,141.21199808219862,11.219074000897615
607,Lenovo,Notebook,6.0,Intel,2.4,0,0,0,1000,0,0,Windows 10,2.5,Intel Core i5,141.21199808219862,10.310615277730191
608,Lenovo,2 in 1 Convertible,8.0,Intel,2.0,1,1,256,0,0,0,Windows 10,2.8,Intel Core i7,141.21199808219862,11.144911042902732
609,Acer,Notebook,4.0,Intel,1.6,0,0,0,0,128,0,Windows 10,1.6,Other Intel Processors,111.93520355955212,9.83063294843456
610,Lenovo,Notebook,32.0,Nvidia,2.5,0,1,1000,0,0,0,Windows 10,3.1,Other Intel Processors,282.42399616439724,12.472347407870709
611,Dell,Gaming,16.0,Nvidia,2.59,0,0,0,1000,0,0,Windows 10,2.6,Intel Core i7,141.21199808219862,10.754357300416876
612,Dell,Notebook,4.0,Intel,2.18,0,0,0,1000,0,0,Linux,2.0,Intel Core i3,100.45466986113652,10.071160338072124
613,Dell,Notebook,4.0,Intel,2.25,0,0,0,1000,0,0,Linux,2.0,Intel Core i3,100.45466986113652,9.858883414720411
614,Dell,Notebook,4.0,Intel,1.93,0,0,0,500,0,0,Linux,2.6,Intel Core i5,100.45466986113652,10.742904151497523
615,Asus,Gaming,8.0,Nvidia,3.0,0,0,128,1000,0,0,Windows 10,2.8,Intel Core i7,127.33567457123112,11.038609189620306
616,Dell,Notebook,4.0,AMD,2.18,0,0,128,0,0,0,Linux,2.5,Intel Core i5,141.21199808219862,10.319441460358464
617,HP,Ultrabook,8.0,Intel,1.84,0,0,512,0,0,0,Windows 10,2.7,Intel Core i7,141.21199808219862,11.211900368986475
618,MSI,Gaming,16.0,Nvidia,2.94,0,0,256,1000,0,0,Windows 10,2.8,Intel Core i7,141.21199808219862,11.702152960779438
619,Acer,2 in 1 Convertible,4.0,Intel,1.25,1,1,0,0,32,0,No OS/Chrome OS/Android,1.6,Other Intel Processors,135.0942111925629,9.91309723131456
620,HP,Notebook,8.0,Intel,2.31,0,0,256,0,0,0,Windows 10,2.6,Intel Core i5,111.93520355955212,11.00021005668577
621,Lenovo,Notebook,8.0,Intel,1.65,0,0,256,0,0,0,Windows 7,2.3,Intel Core i5,157.3505121487356,11.265171547683302
622,Dell,Notebook,4.0,AMD,2.2,0,0,0,1000,0,0,Windows 10,1.6,Intel Core i5,141.21199808219862,10.629713546415353
623,Fujitsu,Notebook,8.0,Intel,2.2,0,0,256,0,0,0,Windows 10,2.5,Intel Core i5,100.45466986113652,10.658921971998408
624,HP,Notebook,4.0,Intel,1.88,0,0,0,500,0,0,Windows 7,2.3,Intel Core i5,100.45466986113652,10.812893840917726
625,Lenovo,Notebook,8.0,Nvidia,2.2,0,0,0,1000,0,0,Windows 10,2.7,Intel Core i7,141.21199808219862,10.776844060703754
626,Mediacom,Notebook,2.0,Intel,1.4,0,0,0,0,32,0,Windows 10,1.44,Other Intel Processors,157.3505121487356,9.452024578163645
627,Lenovo,Notebook,4.0,Intel,2.2,0,0,128,0,0,0,No OS/Chrome OS/Android,2.5,Intel Core i5,141.21199808219862,10.12402932214978
628,Asus,2 in 1 Convertible,6.0,Intel,1.5,1,0,0,1000,0,0,Windows 10,2.5,Intel Core i5,165.6321180513006,10.435481129939486
629,Dell,Notebook,8.0,Nvidia,2.0,0,0,256,0,0,0,Windows 10,2.8,Intel Core i7,141.21199808219862,11.482152806302976
630,Asus,Ultrabook,16.0,Intel,1.1,0,0,512,0,0,0,Windows 10,2.7,Intel Core i7,157.3505121487356,11.525170191386666
631,Dell,Gaming,16.0,Nvidia,2.62,0,0,256,1000,0,0,Windows 10,2.8,Intel Core i7,141.21199808219862,11.274682488942933
632,Lenovo,Notebook,4.0,Intel,1.8,0,0,256,0,0,0,Windows 10,1.6,Intel Core i5,141.21199808219862,10.695781181367428
633,Lenovo,Notebook,4.0,Nvidia,2.2,0,0,0,1000,0,0,Windows 10,2.0,Intel Core i3,141.21199808219862,10.336863503805128
634,Asus,Notebook,8.0,Intel,2.0,0,0,0,1000,0,0,Windows 10,1.1,Other Intel Processors,100.45466986113652,9.964522443121997
635,Asus,Notebook,8.0,Nvidia,1.99,0,0,0,1000,0,0,Windows 10,2.5,Intel Core i5,141.21199808219862,10.785284424941176
636,Dell,Ultrabook,8.0,Intel,1.23,1,0,256,0,0,0,Windows 10,1.6,Intel Core i5,276.053530085501,11.508719833687696
637,Lenovo,Notebook,2.0,Intel,1.42,0,0,0,0,32,0,Windows 10,1.6,Other Intel Processors,111.93520355955212,9.49301392269684
638,Lenovo,2 in 1 Convertible,8.0,Intel,1.37,1,1,256,0,0,0,Windows 10,2.7,Intel Core i7,165.6321180513006,11.44716312967751
639,Dell,Notebook,16.0,Nvidia,2.06,1,0,1000,0,0,0,Windows 10,2.8,Intel Core i7,282.42399616439724,11.758368289071829
640,Lenovo,Gaming,8.0,Nvidia,2.5,0,1,128,1000,0,0,Windows 10,2.8,Intel Core i7,141.21199808219862,10.9867750135825
641,HP,Notebook,8.0,AMD,2.6,0,0,0,1000,0,0,Windows 10,3.0,AMD,107.98564559226952,10.23111911098328
642,Lenovo,Ultrabook,16.0,Intel,1.14,0,1,512,0,0,0,Windows 10,2.7,Intel Core i7,157.3505121487356,11.779404329770909
643,Asus,Gaming,8.0,Nvidia,2.5,0,1,0,1000,0,0,No OS/Chrome OS/Android,2.8,Intel Core i7,141.21199808219862,11.039464987704202
644,Acer,Notebook,4.0,Intel,2.4,0,0,0,500,0,0,Windows 10,2.0,Intel Core i3,100.45466986113652,10.084808608996498
645,Lenovo,Notebook,4.0,Intel,1.43,0,0,0,0,32,0,Windows 10,1.6,Other Intel Processors,111.93520355955212,9.588689132620203
646,Acer,Ultrabook,8.0,Intel,1.8,0,1,256,0,0,0,Windows 10,2.5,Intel Core i5,157.3505121487356,10.79884714858782
647,Razer,Gaming,16.0,Nvidia,1.95,0,0,256,0,0,0,Windows 10,2.8,Intel Core i7,157.3505121487356,11.838443060873624
648,Toshiba,Notebook,8.0,Intel,1.2,0,0,256,0,0,0,Windows 10,2.3,Intel Core i5,165.6321180513006,11.076412935176185
649,Lenovo,Ultrabook,8.0,Intel,1.36,0,1,256,0,0,0,Windows 10,2.7,Intel Core i7,176.23257360658386,11.343269598606504
650,Asus,Gaming,32.0,Nvidia,3.8,0,1,512,0,0,0,Windows 10,2.7,Intel Core i7,127.33567457123112,11.912578515747589
651,Acer,Gaming,8.0,Nvidia,2.4,0,0,0,1000,0,0,Linux,2.5,Intel Core i5,141.21199808219862,10.53941655276426
652,Dell,Ultrabook,8.0,Intel,1.2,0,0,256,0,0,0,Windows 10,1.6,Intel Core i5,165.6321180513006,11.254810893751282
653,MSI,Gaming,8.0,Nvidia,2.2,0,0,128,1000,0,0,Windows 10,2.8,Intel Core i7,141.21199808219862,11.058781074545012
654,HP,Notebook,4.0,Intel,1.86,0,0,0,500,0,0,No OS/Chrome OS/Android,2.0,Intel Core i3,100.45466986113652,9.875184369674535
655,Toshiba,Notebook,8.0,Intel,2.0,0,1,0,500,0,0,Windows 10,2.5,Intel Core i5,141.21199808219862,10.945351696133724
656,Dell,Notebook,8.0,AMD,2.2,0,0,256,0,0,0,Windows 10,1.8,Intel Core i7,141.21199808219862,10.79884714858782
657,Dell,Notebook,16.0,AMD,2.2,0,0,256,2000,0,0,Windows 10,1.8,Intel Core i7,141.21199808219862,11.009948956147635
658,Lenovo,Gaming,8.0,Nvidia,3.31,0,1,128,1000,0,0,Windows 10,2.6,Intel Core i7,141.21199808219862,11.06229896074271
659,Dell,Gaming,32.0,Nvidia,4.42,0,1,512,1000,0,0,Windows 10,2.8,Intel Core i7,254.67134914246225,12.029883488676532
660,Dell,Notebook,8.0,Intel,1.56,0,0,256,0,0,0,Windows 10,2.4,Intel Core i5,157.3505121487356,11.089517135798168
661,Lenovo,Notebook,4.0,Intel,2.2,0,0,0,500,0,0,Windows 10,1.1,Other Intel Processors,100.45466986113652,10.013431946154272
662,Lenovo,Notebook,4.0,Intel,2.2,0,0,0,500,0,0,Windows 10,2.3,Intel Core i5,141.21199808219862,10.25782777312814
663,HP,Notebook,6.0,AMD,2.04,0,0,0,1000,0,0,Windows 10,2.0,Intel Core i3,141.21199808219862,10.265276597141131
664,MSI,Gaming,8.0,Nvidia,2.7,0,0,128,1000,0,0,Windows 10,2.8,Intel Core i7,127.33567457123112,11.27992228688911
665,Toshiba,Notebook,4.0,Intel,2.1,0,0,128,0,0,0,Windows 10,2.1,Intel Core i3,100.45466986113652,10.186161103256786
666,Dell,Notebook,8.0,Intel,2.06,0,0,0,1000,0,0,Windows 10,2.5,Intel Core i5,141.21199808219862,10.837272366712863
667,HP,Notebook,8.0,AMD,2.1,0,0,0,1000,0,0,Windows 10,2.7,Intel Core i7,141.21199808219862,10.588945244611692
668,Toshiba,Notebook,8.0,Intel,2.0,0,1,256,0,0,0,Windows 10,2.5,Intel Core i5,141.21199808219862,11.11283946349252
669,Acer,Notebook,4.0,Intel,2.1,0,0,128,0,0,0,Linux,2.0,Intel Core i3,100.45466986113652,9.99658437558166
670,Microsoft,Ultrabook,8.0,Intel,1.252,1,0,256,0,0,0,Windows 10,2.8,Intel Core i7,200.84255993695703,11.508104342010856
671,Lenovo,Notebook,8.0,AMD,1.9,0,0,128,1000,0,0,Windows 10,2.5,Intel Core i5,141.21199808219862,10.682362236272311
672,Lenovo,2 in 1 Convertible,8.0,Intel,1.3,1,1,256,0,0,0,Windows 10,2.5,Intel Core i5,165.6321180513006,10.916751081300507
673,Lenovo,Notebook,4.0,AMD,2.2,0,0,128,0,0,0,Windows 10,2.2,AMD,100.45466986113652,9.83063294843456
674,HP,2 in 1 Convertible,4.0,Nvidia,1.63,1,1,128,0,0,0,Windows 10,2.4,Intel Core i3,157.3505121487356,10.525211768465944
675,MSI,Gaming,16.0,Nvidia,2.4,0,0,256,1000,0,0,Windows 10,2.8,Intel Core i7,141.21199808219862,11.14105450129298
676,Asus,Ultrabook,8.0,Intel,1.1,0,0,256,0,0,0,Windows 10,2.5,Intel Core i5,157.3505121487356,11.009948956147635
677,HP,2 in 1 Convertible,8.0,Intel,1.4,1,0,0,0,64,0,No OS/Chrome OS/Android,1.1,Other Intel Processors,135.0942111925629,10.180118788800824
678,LG,Ultrabook,8.0,Intel,1.09,0,1,512,0,0,0,Windows 10,1.8,Intel Core i7,141.21199808219862,11.715790550995315
679,Acer,Gaming,16.0,Nvidia,2.5,0,0,256,0,0,0,Windows 10,2.5,Intel Core i5,141.21199808219862,11.144911042902732
680,MSI,Gaming,8.0,Nvidia,2.2,0,0,256,0,0,0,Windows 10,2.5,Intel Core i5,141.21199808219862,10.8812140971224
681,Asus,Notebook,4.0,Intel,1.86,0,0,128,0,0,0,Windows 10,1.1,Other Intel Processors,100.45466986113652,10.013431946154272
682,Dell,Gaming,16.0,Nvidia,3.21,0,0,128,1000,0,0,Windows 10,2.5,Intel Core i5,141.21199808219862,11.601643784304514
683,HP,Notebook,4.0,AMD,2.5,0,1,256,0,0,0,Windows 10,2.0,Intel Core i3,127.33567457123112,10.525211768465944
684,Lenovo,2 in 1 Convertible,8.0,Intel,1.19,1,1,512,0,0,0,Windows 10,1.8,Intel Core i7,165.6321180513006,11.288114524334732
